objects,What is object identity in OOP?,Object's memory address,Object's class,Object's methods,Object's documentation,Object's memory address,,,,,,
encapsulation,What is encapsulation in OOP?,Bundling data with methods that operate on that data,Creating multiple objects,Inheriting properties,Implementing interfaces,Bundling data with methods that operate on that data,,,,,,
encapsulation,What is a benefit of encapsulation?,Increased complexity,Improved code maintainability and security,Reduced performance,Longer code,Improved code maintainability and security,,,,,,
encapsulation,How is encapsulation implemented in Java?,Using packages,Using access modifiers (public/private),Using inheritance,Using polymorphism,Using access modifiers (public/private),,,,,,
encapsulation,What is data hiding in encapsulation?,Making all data public,Restricting direct access to object's data,Deleting object data,Sharing data between objects,Restricting direct access to object's data,,,,,,
encapsulation,What is the relationship between encapsulation and getters/setters?,Getters/setters violate encapsulation,Getters/setters implement encapsulation,No relationship,Getters/setters replace encapsulation,Getters/setters implement encapsulation,,,,,,
inheritance,What is inheritance in OOP?,Creating objects,Deriving new classes from existing ones,Implementing interfaces,Encapsulating data,Deriving new classes from existing ones,,,,,,
inheritance,What is a superclass?,Child class,Parent class,Interface,Abstract method,Parent class,,,,,,
inheritance,Which keyword implements inheritance in Java?,inherit,extends,implements,super,extends,,,,,,
inheritance,What is method overriding in inheritance?,Creating new methods,Redefining inherited methods in subclass,Hiding methods,Deleting methods,Redefining inherited methods in subclass,,,,,,
inheritance,What is multiple inheritance?,Inheriting from one class,Inheriting from multiple classes,Implementing interfaces,Creating abstract classes,Inheriting from multiple classes,,,,,,
polymorphism,What is polymorphism in OOP?,Single form,Multiple forms,Same name,Same implementation,Multiple forms,,,,,,
polymorphism,What is method overloading?,Same name, different parameters,Same name, same parameters,Different names, same parameters,Different names, different parameters,Same name, different parameters,
polymorphism,What is runtime polymorphism achieved through?,Method overloading,Method overriding,Constructors,Static methods,Method overriding,,,,,,
polymorphism,Which OOP concept enables polymorphism?,Encapsulation,Inheritance,Abstraction,Objects,Inheritance,,,,,,
polymorphism,What is the benefit of polymorphism?,Increased complexity,More flexible and reusable code,Reduced performance,Longer compilation,More flexible and reusable code,,,,,,
abstraction,What is abstraction in OOP?,Showing implementation details,Hiding implementation details,Creating objects,Inheriting classes,Hiding implementation details,,,,,,
abstraction,How is abstraction achieved in Java?,Using concrete classes,Using abstract classes/interfaces,Using final classes,Using private constructors,Using abstract classes/interfaces,,,,,,
abstraction,What is an abstract class?,Class that can be instantiated,Class that cannot be instantiated,Final class,Interface,Class that cannot be instantiated,,,,,,
abstraction,What is the purpose of abstraction?,Increase complexity,Reduce complexity by showing only essentials,Improve performance,Reduce memory usage,Reduce complexity by showing only essentials,,,,,,
abstraction,What is the difference between abstraction and encapsulation?,Abstraction hides details, encapsulation bundles data/methods,No difference,Encapsulation hides details, abstraction bundles data/methods,Abstraction is for inheritance,Abstraction hides details, encapsulation bundles data/methods,,,
interfaces,What is an interface in OOP?,Concrete class,Abstract class,Contract specifying what a class can do,Implementation,Contract specifying what a class can do,,,,,,
interfaces,How do interfaces differ from abstract classes?,Interfaces can have implementations,Abstract classes can have implementations,No difference,Interfaces are concrete,Abstract classes can have implementations,,,,,,
interfaces,Which keyword defines an interface in Java?,abstract,interface,class,implements,interface,,,,,,
interfaces,What is a benefit of using interfaces?,Tight coupling,Loose coupling and polymorphism,Better performance,Reduced memory usage,Loose coupling and polymorphism,,,,,,
interfaces,Can a class implement multiple interfaces?,No, only one,Yes, multiple interfaces,Only in some languages,Only if interfaces are small,Yes, multiple interfaces,,,
abstract classes,What is an abstract class?,Class that can be instantiated,Class that cannot be instantiated,Interface,Final class,Class that cannot be instantiated,,,,,,
abstract classes,What can abstract classes contain?,Only abstract methods,Both abstract and concrete methods,Only concrete methods,Only variables,Both abstract and concrete methods,,,,,,
abstract classes,Which keyword declares an abstract method?,abstract,virtual,override,static,abstract,,,,,,
abstract classes,What is the purpose of abstract classes?,To create objects directly,To provide partial implementation and require subclasses to complete,To replace interfaces,To improve performance,To provide partial implementation and require subclasses to complete,,,,,,
abstract classes,How do abstract classes differ from interfaces?,Abstract classes can have state, interfaces can't,No difference,Interfaces can have state, abstract classes can't,Abstract classes are faster,Abstract classes can have state, interfaces can't,,,
constructors,What is a constructor in OOP?,Regular method,Special method for object initialization,Static method,Abstract method,Special method for object initialization,,,,,,
constructors,When is a constructor called?,When object is destroyed,When object is created,When class is defined,When method is called,When object is created,,,,,,
constructors,What is a default constructor?,Constructor with parameters,Constructor provided by compiler if none defined,Abstract constructor,Static constructor,Constructor provided by compiler if none defined,,,,,,
constructors,What is constructor overloading?,Multiple constructors with different parameters,Single constructor,Inheriting constructors,Deleting constructors,Multiple constructors with different parameters,,,,,,
constructors,Can constructors return values?,Yes, always,No, never,Yes, but only null,Yes, but only this,No, never,
destructors,What is a destructor in OOP?,Method for object initialization,Method for object cleanup,Static method,Abstract method,Method for object cleanup,,,,,,
destructors,When is a destructor called?,When object is created,When object is destroyed,When class is defined,When method is called,When object is destroyed,,,,,,
destructors,Which symbol is used for destructor in C++?,!,~,*,&,~,,,,,,
destructors,What is the purpose of destructors?,Allocate memory,Release resources before object destruction,Create objects,Inherit classes,Release resources before object destruction,,,,,,
destructors,Are destructors necessary in garbage-collected languages?,Always,Sometimes for non-memory resources,Never,Only for performance,Sometimes for non-memory resources,,,,,,
method overloading,What is method overloading?,Same name, different parameters,Same name, same parameters,Different names, same parameters,Different names, different parameters,Same name, different parameters,
method overloading,Which can be overloaded?,Only methods,Only constructors,Both methods and constructors,Neither methods nor constructors,Both methods and constructors,,,,,,
method overloading,What is considered in method overloading?,Return type only,Parameter types and count,Method name only,Access modifier,Parameter types and count,,,,,,
method overloading,Can overloaded methods have different return types?,Yes, if parameters differ,No, never,Yes, always,Only if static,Yes, if parameters differ,,
method overloading,What is the benefit of overloading?,Increased complexity,Improved readability with similar operations,Reduced performance,Longer code,Improved readability with similar operations,,,,,,
method overriding,What is method overriding?,Same name, same parameters in subclass,Same name, different parameters,Different names, same parameters,Different names, different parameters,Same name, same parameters in subclass,
method overriding,Which keyword is used for overriding in Java?,overload,override,extends,implements,override,,,,,,
method overriding,What is required for method overriding?,Same name only,Same name and compatible return type,Same name, parameters, and return type,Same name and different parameters,Same name, parameters, and return type,,
method overriding,What is the @Override annotation for?,To force compilation error if not actually overriding,To improve performance,To allow overloading,To create abstract methods,To force compilation error if not actually overriding,,,,,,
method overriding,What is dynamic method dispatch?,Compile-time binding,Runtime binding of overridden methods,Static method calling,Constructor chaining,Runtime binding of overridden methods,,,,,,
access modifiers,What are access modifiers in OOP?,Keywords controlling access to classes/members,Method parameters,Return types,Exception handlers,Keywords controlling access to classes/members,,,,,,
access modifiers,Which is NOT an access modifier in Java?,public,private,protected,package,package,,,,,,
access modifiers,What does 'private' access mean?,Accessible anywhere,Accessible only within same class,Accessible within package,Accessible by subclasses,Accessible only within same class,,,,,,
access modifiers,What is the default access in Java (no modifier specified)?,public,private,protected,Package-private,Package-private,,,,,,
access modifiers,What does 'protected' access allow?,Access only within class,Access within package and by subclasses,Access anywhere,No access,Access within package and by subclasses,,,,,,
static methods,What is a static method?,Method that can't be called,Method bound to class rather than instances,Abstract method,Final method,Method bound to class rather than instances,,,,,,
static methods,How do you call a static method?,Using object reference,Using class name,Using super keyword,Using this keyword,Using class name,,,,,,
static methods,What can static methods access?,Instance variables,Static variables,Both instance and static,Neither,Static variables,,,,,,
static methods,Why use static methods?,For object-specific behavior,For utility functions not needing object state,To override in subclasses,To implement interfaces,For utility functions not needing object state,,,,,,
static methods,Can static methods be overridden?,Yes, always,No, never,Only if final,Only in abstract classes,No, never,,,
static variables,What is a static variable?,Variable unique to each object,Variable shared by all class instances,Local variable,Parameter variable,Variable shared by all class instances,,,,,,
static variables,Where is static memory allocated?,Stack,Heap,Static memory area,Register,Static memory area,,,,,,
static variables,When is static memory allocated?,When object is created,At class loading time,When method is called,At program termination,At class loading time,,,,,,
static variables,What is a use case for static variables?,Object-specific state,Class-wide counters or constants,Local calculations,Method parameters,Class-wide counters or constants,,,,,,
static variables,How do static variables differ from instance variables?,Static per object, instance per class,Static per class, instance per object,No difference,Static are faster,Static per class, instance per object,,,
instance variables,What are instance variables?,Variables shared by all objects,Variables unique to each object,Static variables,Local variables,Variables unique to each object,,,,,,
instance variables,Where are instance variables stored?,Stack,Heap,Static memory,Register,Heap,,,,,,
instance variables,When is memory allocated for instance variables?,At class loading,When object is created,When method is called,At program termination,When object is created,,,,,,
instance variables,What is the default value of instance variables?,null,0,Depends on type,No default value,Depends on type,,,,,,
instance variables,How do instance variables differ from local variables?,Instance are declared in methods, local in class,Instance are declared in class, local in methods,No difference,Instance are static,Instance are declared in class, local in methods,,,
scala,What is a case class in Scala?,A class for immutable data modeling,A class for looping,A class that cannot be instantiated,A class for exception handling,A class for immutable data modeling,,,,,,
scala,What does the 'implicit' keyword in Scala do?,Marks a class as abstract,Automatically passes or converts parameters,Defines a constant,Prevents method overriding,Automatically passes or converts parameters,,,,,,
scala,What is a trait in Scala?,A loop structure,An interface with concrete methods,A variable type,A function definition,An interface with concrete methods,,,,,,
scala,What is a sealed trait in Scala?,A trait that cannot be extended,A trait restricted to a file,A trait with no methods,A trait for data storage,A trait restricted to a file,,,,,,
scala,What is the purpose of an Option in Scala?,To handle null values safely,To define loops,To create arrays,To manage threads,To handle null values safely,,,,,,
scala,What is a for comprehension in Scala?,A loop for arrays,A syntax for monadic operations,A function declaration,A class definition,A syntax for monadic operations,,,,,,
scala,What does currying mean in Scala?,Defining multiple classes,Transforming a function to a chain of single-argument functions,Creating loops,Handling exceptions,Transforming a function to a chain of single-argument functions,,,,,,
scala,What is a companion object in Scala?,A loop helper,An object with the same name as a class,A variable container,A function wrapper,An object with the same name as a class,,,,,,
scala,What is a type class in Scala?,A class for loops,A pattern for defining behavior via implicits,A class for arrays,A class for exceptions,A pattern for defining behavior via implicits,,,,,,
scala,What is pattern matching in Scala?,A way to compare strings,A mechanism to match values against patterns,A function call,A variable assignment,A mechanism to match values against patterns,,,,,,
python,What is a list comprehension in Python?,A method for file I/O,A concise way to create lists,A type of loop,A way to define functions,A concise way to create lists,,,,,,
python,What does the 'pandas' library in Python handle?,Network programming,Data analysis and manipulation,Web development,Graphics rendering,Data analysis and manipulation,,,,,,
python,What is a context manager in Python?,A tool for managing resources,A function for loops,A class for arrays,A variable type,A tool for managing resources,,,,,,
python,What is a decorator in Python?,A loop structure,A function that modifies another function,A variable container,A class definition,A function that modifies another function,,,,,,
python,What does the 'zip' function do in Python?,Compresses files,Combines multiple iterables into tuples,Creates arrays,Handles exceptions,Combines multiple iterables into tuples,,,,,,
python,What is a generator in Python?,A function that yields values one at a time,A class for loops,A variable type,A loop structure,A function that yields values one at a time,,,,,,
python,What is the purpose of 'docstring' in Python?,To define loops,To provide documentation for code,To handle errors,To create arrays,To provide documentation for code,,,,,,
python,What is 'pathlib' in Python?,A library for file system paths,A graphics library,A networking tool,A testing framework,A library for file system paths,,,,,,
python,What are 'dataclasses' in Python?,Classes for exception handling,Classes for simplified data storage,Classes for looping,Classes for threading,Classes for simplified data storage,,,,,,
python,What is a metaclass in Python?,A class for defining other classes,A loop helper,A variable container,A function wrapper,A class for defining other classes,,,,,,
c++,What is the purpose of a smart pointer in C++?,To create loops,To manage memory automatically,To handle file operations,To increase execution speed,To manage memory automatically,,,,,,
c++,What is the STL in C++?,A testing framework,A standard template library,A graphics library,A database connector,A standard template library,,,,,,
c++,What is RAII in C++?,A loop optimization,Resource Acquisition Is Initialization,A threading model,A graphics technique,Resource Acquisition Is Initialization,,,,,,
c++,What is a variadic template in C++?,A template with fixed parameters,A template accepting variable arguments,A class for arrays,A loop structure,A template accepting variable arguments,,,,,,
c++,What is move semantics in C++?,A way to copy objects,A way to transfer resources efficiently,A loop mechanism,A function call,A way to transfer resources efficiently,,,,,,
c++,What does 'constexpr' mean in C++?,A runtime function,A compile-time constant expression,A variable type,A loop keyword,A compile-time constant expression,,,,,,
c++,What is an inline function in C++?,A function executed in a loop,A function expanded at the call site,A class method,A variable wrapper,A function expanded at the call site,,,,,,
c++,What is SFINAE in C++?,A graphics library,Substitution Failure Is Not An Error,A testing framework,A threading model,Substitution Failure Is Not An Error,,,,,,
c++,What is CRTP in C++?,A loop optimization,Curiously Recurring Template Pattern,A variable type,A function wrapper,Curiously Recurring Template Pattern,,,,,,
c++,What does 'noexcept' specify in C++?,A function cannot throw exceptions,A function must throw exceptions,A loop condition,A variable type,A function cannot throw exceptions,,,,,,
c,What is the size of an `int` in C (on most systems)?,4 bytes,2 bytes,8 bytes,Depends on compiler,4 bytes,,,,,,
c,Which keyword is used to define a constant in C?,const,define,var,static,const,,,,,,
c,What does `printf` return?,Number of characters printed,Void,The string printed,Nothing,Number of characters printed,,,,,,
c,What is the purpose of `#include <stdio.h>`?,To use input/output functions,To create loops,To define macros,To allocate memory,To use input/output functions,,,,,,
c,Which of these is the correct syntax for a `for` loop in C?,for(int i=0; i<10; i++),loop i from 0 to 10,next i,for i in range(10),for(int i=0; i<10; i++),,,,  ,,
c,What is the result of `5 / 2` in C?,2,2.5,3,2,2,,,,,,
c,Which symbol is used for the address-of operator?,&,@,#,$,&,,,,,,
c,Which C library provides memory allocation functions?,stdlib.h,stdio.h,string.h,ctype.h,stdlib.h,,,,,,
c,What does the `return` keyword do in a function?,Returns a value to the caller,Declares a variable,Loops to start,Ends the program,Returns a value to the caller,,,,,,
c,What is a pointer in C?,A variable that stores memory addresses,A type of loop,A file descriptor,A reserved keyword,A variable that stores memory addresses,,,,,,
java,What is the Comparable interface in Java used for?,Handling file I/O,Enabling object comparison,Managing threads,Defining GUI components,Enabling object comparison,,,,,,
java,What is JDBC in Java?,A web server,A database connectivity API,A threading framework,A graphics library,A database connectivity API,,,,,,
java,What is the Stream API in Java?,A graphics rendering tool,A functional-style data processing API,A networking library,A testing framework,A functional-style data processing API,,,,,,
java,What is a CompletableFuture in Java?,A loop structure,An asynchronous computation handler,A variable container,A class definition,An asynchronous computation handler,,,,,,
java,What is the Executor Service in Java?,A graphics library,A thread pool management framework,A database connector,A testing framework,A thread pool management framework,,,,,,
java,What is the Lock interface in Java used for?,Defining loops,Synchronizing threads,Handling files,Creating arrays,Synchronizing threads,,,,,,
java,What are annotations in Java?,Loop helpers,Metadata for code,Variable containers,Function wrappers,Metadata for code,,,,,,
java,What is the Cloneable interface in Java used for?,Handling exceptions,Enabling object cloning,Managing threads,Defining GUI components,Enabling object cloning,,,,,,
java,What is a ConcurrentHashMap in Java?,A loop structure,A thread-safe hash map,A variable type,A function wrapper,A thread-safe hash map,,,,,,
java,What is a dynamic proxy in Java?,A loop optimization,A runtime proxy for interfaces,A variable container,A function wrapper,A runtime proxy for interfaces,,,,,,
javascript,What is an arrow function in JavaScript?,A class definition,A concise function syntax,A loop construct,A function with no return value,A concise function syntax,,,,,,
javascript,What is hoisting in JavaScript?,Creating objects,Moving declarations to the top,Handling exceptions,Optimizing code execution,Moving declarations to the top,,,,,,
javascript,What is a promise in JavaScript?,A loop structure,An object representing asynchronous results,A variable container,A class definition,An object representing asynchronous results,,,,,,
javascript,What is the event loop in JavaScript?,A graphics renderer,A mechanism for handling asynchronous tasks,A testing framework,A database connector,A mechanism for handling asynchronous tasks,,,,,,
javascript,What is an IIFE in JavaScript?,A loop structure,An Immediately Invoked Function Expression,A variable type,A class definition,An Immediately Invoked Function Expression,,,,,,
javascript,What is the spread operator in JavaScript?,A loop keyword,Expands elements in arrays or objects,A function call,A variable type,Expands elements in arrays or objects,,,,,,
javascript,What is event bubbling in JavaScript?,A graphics effect,Event propagation from child to parent,A loop mechanism,A variable wrapper,Event propagation from child to parent,,,,,,
javascript,What is a proxy object in JavaScript?,A loop helper,An object for intercepting operations,A variable container,A function wrapper,An object for intercepting operations,,,,,,
javascript,What is a WeakMap in JavaScript?,A loop structure,A map with weakly held keys,A variable type,A class definition,A map with weakly held keys,,,,,,
loops,What is the purpose of a loop?,To handle errors,To repeat a block of code,To define functions,To store data,To repeat a block of code,,,,,,
loops,Which loop executes at least once?,Nested loop,Do-while loop,While loop,For loop,Do-while loop,,,,,,
loops,What is a for loop typically used for?,Handling errors,Iterating over a known number of elements,Defining functions,Storing data,Iterating over a known number of elements,,,,,,
loops,What is a while loop’s condition checked?,After the loop body,Before the loop body,During execution,At the end,Before the loop body,,,,,,
loops,What is a nested loop in programming?,A loop that runs infinitely,A loop inside another loop,A loop with no condition,A loop that breaks immediately,A loop inside another loop,,,,,,
loops,What does the break statement do in a loop?,Continues to the next iteration,Exits the loop immediately,Restarts the loop,Pauses the loop,Exits the loop immediately,,,,,,
loops,What does the continue statement do in a loop?,Exits the loop immediately,Skips the current iteration and proceeds to the next,Restarts the loop,Pauses the loop,Skips the current iteration and proceeds to the next,,,,,,
loops,What is an infinite loop?,A loop that never ends,A loop that runs once,A loop with no body,A loop that breaks immediately,A loop that never ends,,,,,,
loops,What is the role of the loop counter in a for loop?,To store data,To control the number of iterations,To break the loop,To skip iterations,To control the number of iterations,,,,,,
loops,What is a foreach loop used for?,Iterating over a collection or array,Running a loop infinitely,Defining a function,Handling exceptions,Iterating over a collection or array,,,,,,
javascript,What is async/await in JavaScript?,A loop optimization,A syntax for asynchronous programming,A variable container,A function wrapper,A syntax for asynchronous programming,,,,,,
oop,What is encapsulation in OOP?,Both combining data and methods and hiding implementation details,Reusing code,Creating multiple classes,Inheriting properties,Both combining data and methods and hiding implementation details,,,,,,
oop,What is polymorphism in OOP?,Inheriting properties,Using one interface for multiple data types,Defining abstract methods,Creating multiple classes,Using one interface for multiple data types,,,,,,
oop,What is inheritance in OOP?,Hiding data,Reusing code from a base class,Creating multiple objects,Encapsulating methods,Reusing code from a base class,,,,,,
oop,What is an abstract class in OOP?,A class that cannot be instantiated,A class with no methods,A class for looping,A class for variables,A class that cannot be instantiated,,,,,,
oop,What is an interface in OOP?,A loop structure,A contract for classes to implement,A variable container,A function wrapper,A contract for classes to implement,,,,,,
oop,What is method overriding in OOP?,Defining multiple methods,Redefining a base class method,A loop mechanism,A variable assignment,Redefining a base class method,,,,,,
oop,What is access modifier in OOP?,A loop keyword,Controls visibility of class members,A function call,A variable type,Controls visibility of class members,,,,,,
oop,What is a sealed class in OOP?,A class for arrays,A class that cannot be inherited,A variable container,A function wrapper,A class that cannot be inherited,,,,,,
oop,What is dynamic binding in OOP?,A loop optimization,Resolving method calls at runtime,A variable type,A function wrapper,Resolving method calls at runtime,,,,,,
oop,What is abstraction in OOP?,Combining data and methods,Hiding implementation details,Creating multiple classes,Inheriting properties,Hiding implementation details,,,,,,
dsa,What is a binary search algorithm?,Sorts elements in ascending order,Searches by dividing the search space in half,Uses a hash table,Searches linearly through all elements,Searches by dividing the search space in half,,,,,,
dsa,What is a linked list in DSA?,A tree-based structure,A sequence of nodes with pointers,A fixed-size data structure,A collection of indexed elements,A sequence of nodes with pointers,,,,,,
dsa,What is a stack in DSA?,A tree structure,A LIFO data structure,A FIFO data structure,A graph structure,A LIFO data structure,,,,,,
dsa,What is a queue in DSA?,A tree structure,A FIFO data structure,A LIFO data structure,A graph structure,A FIFO data structure,,,,,,
dsa,What is a binary tree in DSA?,A linear data structure,A hierarchical data structure with two children per node,A graph with cycles,A hash table,A hierarchical data structure with two children per node,,,,,,
dsa,What is a graph in DSA?,A linear data structure,A collection of nodes and edges,A fixed-size array,A queue structure,A collection of nodes and edges,,,,,,
dsa,What is an AVL tree in DSA?,A self-balancing binary search tree,A linear list,A hash table,A queue structure,A self-balancing binary search tree,,,,,,
dsa,What is a red-black tree in DSA?,A linear data structure,A self-balancing binary search tree,A graph with cycles,A stack structure,A self-balancing binary search tree,,,,,,
dsa,What is a trie in DSA?,A tree for storing strings,A linear array,A hash table,A queue structure,A tree for storing strings,,,,,,
dsa,What is a hash table in DSA?,A tree structure,A data structure for key-value pairs,A linear list,A stack structure,A data structure for key-value pairs,,,,,,
functions,What is a function in programming?,A data structure,A block of reusable code,A loop structure,A variable type,A block of reusable code,,,,,,
functions,What is a function parameter?,A constant,A value passed to the function,A global variable,A value returned by the function,A value passed to the function,,,,,,
functions,What is a lambda function in programming?,A named function,An anonymous function,A loop structure,A variable type,An anonymous function,,,,,,
functions,What is function composition in programming?,Combining multiple functions into one,Defining a loop,Handling exceptions,Creating arrays,Combining multiple functions into one,,,,,,
functions,What is a pure function in programming?,A function with side effects,A function that always returns the same output for the same input,A function with no return value,A function that modifies global state,A function that always returns the same output for the same input,,,,,,
functions,What is a recursive function in programming?,A function that calls itself,A function with no parameters,A function that loops infinitely,A function that returns void,A function that calls itself,,,,,,
functions,What is a higher-order function in programming?,A function with no return value,A function that takes or returns another function,A loop structure,A variable type,A function that takes or returns another function,,,,,,
functions,What does a function signature include?,The function’s loop structure,The function’s name and parameter types,The function’s variables,The function’s body,The function’s name and parameter types,,,,,,
functions,What is a default parameter in a function?,A parameter that cannot be changed,A parameter with a predefined value if not provided,A parameter that must be provided,A parameter that is global,A parameter with a predefined value if not provided,,,,,,
functions,What is a variadic function in programming?,A function with no parameters,A function that accepts a variable number of arguments,A function that returns void,A function with a fixed number of parameters,A function that accepts a variable number of arguments,,,,,,
variables,What is a variable in programming?,A method,A labeled storage for data,A loop,A function,A labeled storage for data,,,,,,
variables,What is a global variable?,Used only in loops,Accessible throughout the program,Immutable,Accessible only in a function,Accessible throughout the program,,,,,,
variables,What is variable initialization?,Using a variable without a value,Assigning a value when declaring a variable,Defining a loop,Creating an array,Assigning a value when declaring a variable,,,,,,
variables,What is type inference in programming?,Manually specifying types,Automatically deducing variable types,Defining loops,Handling exceptions,Automatically deducing variable types,,,,,,
variables,What is a local variable in programming?,A variable accessible throughout the program,A variable defined within a function or block,A variable that cannot be modified,A variable shared across threads,A variable defined within a function or block,,,,,,
variables,What does variable scope refer to?,The size of the variable,The region of code where the variable is accessible,The type of the variable,The value of the variable,The region of code where the variable is accessible,,,,,,
variables,What is a constant variable?,A variable that can be changed,A variable that cannot be changed after initialization,A variable with no value,A variable that is global,A variable that cannot be changed after initialization,,,,,,
variables,What is a static variable in programming?,A variable that changes with each function call,A variable that retains its value between function calls,A variable that cannot be accessed,A variable with no type,A variable that retains its value between function calls,,,,,,
variables,What is variable shadowing in programming?,Hiding a variable in an outer scope with a variable in an inner scope,Changing a variable’s type,Deleting a variable,Copying a variable’s value,Hiding a variable in an outer scope with a variable in an inner scope,,,,,,
variables,What is a mutable variable?,A variable that cannot be changed,A variable that can be changed after initialization,A variable with no type,A variable that is global,A variable that can be changed after initialization,,,,,,
arrays,What is an array in programming?,A loop,A collection of elements,A function,A single variable,A collection of elements,,,,,,
arrays,How are array elements accessed?,By their size,By their index,By their value,By their data type,By their index,,,,,,
arrays,What is a multidimensional array?,An array with one element,An array of arrays,A single variable,A loop structure,An array of arrays,,,,,,
arrays,What is array slicing in programming?,Creating a new array,Extracting a portion of an array,Sorting an array,Looping over an array,Extracting a portion of an array,,,,,,
arrays,What is the length of an array?,The number of elements it can hold,The size of each element,The total memory it occupies,The number of dimensions,The number of elements it can hold,,,,,,
arrays,What is array initialization in programming?,Accessing array elements,Assigning initial values to an array,Deleting an array,Sorting an array,Assigning initial values to an array,,,,,,
arrays,What is a dynamic array?,An array with a fixed size,An array that can grow or shrink in size,An array with no elements,An array that cannot be modified,An array that can grow or shrink in size,,,,,,
arrays,What does array concatenation mean?,Splitting an array into parts,Combining two or more arrays into one,Sorting an array,Reversing an array,Combining two or more arrays into one,,,,,,
arrays,What is an array index out of bounds error?,Accessing an element that doesn’t exist,Initializing an array,Sorting an array,Deleting an array,Accessing an element that doesn’t exist,,,,,,
arrays,What is a sparse array?,An array with all elements initialized,An array with mostly empty or undefined elements,An array with duplicate elements,An array with fixed size,An array with mostly empty or undefined elements,,,,,,
conditionals,What is a conditional statement?,Stores data,Tests a condition and executes code,Defines a function,Repeats code,Tests a condition and executes code,,,,,,
conditionals,What is an 'if-else' statement used for?,Data storage,Decision-making,Function definition,Looping,Decision-making,,,,,,
conditionals,What is a switch statement used for?,Looping,Handling multiple conditions,Defining functions,Storing data,Handling multiple conditions,,,,,,
conditionals,What is short-circuit evaluation in conditionals?,Evaluating all conditions,Stopping evaluation when the result is determined,Defining loops,Creating arrays,Stopping evaluation when the result is determined,,,,,,
conditionals,What is a nested if statement?,An if statement inside another if statement,An if statement with no condition,An if statement that loops,An if statement with multiple conditions,An if statement inside another if statement,,,,,,
conditionals,What does the else-if statement do?,Executes code if the previous condition is false,Repeats code,Defines a loop,Breaks a loop,Executes code if the previous condition is false,,,,,,
conditionals,What is a ternary operator in programming?,A loop construct,A shorthand for an if-else statement,A function definition,A variable type,A shorthand for an if-else statement,,,,,,
conditionals,What is a logical operator in conditionals?,An operator that performs arithmetic,An operator that combines conditions,An operator that loops,An operator that defines functions,An operator that combines conditions,,,,,,
conditionals,What does the default case in a switch statement do?,Executes if no other case matches,Repeats the switch block,Defines a loop,Breaks the switch block,Executes if no other case matches,,,,,,
conditionals,What is a guard statement in programming?,A statement that exits early if a condition is not met,A statement that loops,A statement that defines a function,A statement that creates an array,A statement that exits early if a condition is not met,,,,,,
exception handling,What is exception handling?,Creating loops,Managing runtime errors,Optimizing code,Defining classes,Managing runtime errors,,,,,,
exception handling,What does a try-catch block do?,Optimizes memory,Handles exceptions,Declares variables,Defines a loop,Handles exceptions,,,,,,
exception handling,What is a checked exception?,An exception caught at runtime,An exception checked at compile-time,A loop error,A variable error,An exception checked at compile-time,,,,,,
exception handling,What is the finally block used for?,Defining loops,Executing code regardless of exception,Handling arrays,Creating variables,Executing code regardless of exception,,,,,,
exception handling,What is an unchecked exception?,An exception checked at compile-time,An exception detected at runtime,A loop error,A syntax error,An exception detected at runtime,,,,,,
exception handling,What does the throw keyword do in exception handling?,Catches an exception,Creates and throws a new exception,Defines a loop,Ignores an exception,Creates and throws a new exception,,,,,,
exception handling,What is exception propagation?,Handling an exception locally,Passing an exception to the caller,Defining a loop,Creating an array,Passing an exception to the caller,,,,,,
exception handling,What is a custom exception in programming?,A built-in exception,An exception defined by the programmer,An exception that cannot be caught,An exception for loops,An exception defined by the programmer,,,,,,
exception handling,What does the throws keyword specify in a method?,The exceptions a method might throw,The variables a method uses,The loops a method contains,The arrays a method creates,The exceptions a method might throw,,,,,,
exception handling,What is a try-with-resources statement in Java?,A loop construct,Automatically closes resources,Handles arrays,Defines variables,Automatically closes resources,,,,,,
recursion,What is recursion in programming?,A class definition,A function calling itself,A variable assignment,A loop that runs indefinitely,A function calling itself,,,,,,
recursion,What is a base case in recursion?,The return value,The condition to stop recursion,The function parameter,The loop condition,The condition to stop recursion,,,,,,
recursion,What is tail recursion?,A loop optimization,A recursive call as the last operation,A variable type,A function wrapper,A recursive call as the last operation,,,,,,
recursion,What is memoization in recursion?,Defining loops,Caching results to optimize calls,Handling exceptions,Creating arrays,Caching results to optimize calls,,,,,,
recursion,What is a recursive algorithm’s stack overflow?,When recursion uses too much memory,When recursion runs infinitely,When recursion has no base case,When recursion has no parameters,When recursion uses too much memory,,,,,,
recursion,What is an iterative solution compared to recursion?,A solution using loops instead of recursion,A solution with no loops,A solution that throws exceptions,A solution that uses arrays,A solution using loops instead of recursion,,,,,,
recursion,What is the difference between direct and indirect recursion?,Direct recursion calls itself; indirect calls another function that calls back,Direct recursion uses loops; indirect does not,Direct recursion has no base case; indirect does,Direct recursion uses arrays; indirect does not,Direct recursion calls itself; indirect calls another function that calls back,,,,,,
recursion,What is a factorial function an example of?,A loop structure,A recursive function,A variable type,A class definition,A recursive function,,,,,,
recursion,What is the role of the call stack in recursion?,To store variables,To manage recursive function calls,To define loops,To handle exceptions,To manage recursive function calls,,,,,,
recursion,What is a recursive tree traversal?,A loop over tree nodes,Traversing a tree using recursion,Sorting a tree,Deleting a tree,Traversing a tree using recursion,,,,,,
